=== bench . ===
goos: linux
goarch: amd64
pkg: github.com/axonops/audit
cpu: AMD Ryzen 9 7950X 16-Core Processor            
BenchmarkValidateFields_Success-32                         	10931799	       107.8 ns/op	       0 B/op	       0 allocs/op
BenchmarkDeliverToOutputs_NoSensitivity-32                                     	 2673951	       434.7 ns/op	     213 B/op	       1 allocs/op
BenchmarkDeliverToOutputs_NoSensitivity-32                                     	 2649865	       459.8 ns/op	     218 B/op	       1 allocs/op
BenchmarkDeliverToOutputs_NoSensitivity-32                                     	 2570260	       424.3 ns/op	     210 B/op	       1 allocs/op
BenchmarkDeliverToOutputs_NoSensitivity-32                                     	 2661232	       436.7 ns/op	     214 B/op	       1 allocs/op
BenchmarkDeliverToOutputs_NoSensitivity-32                                     	 2686090	       432.7 ns/op	     213 B/op	       1 allocs/op
BenchmarkDeliverToOutputs_SensitivityNoExclusions-32                           	 2442686	       436.1 ns/op	     216 B/op	       1 allocs/op
BenchmarkDeliverToOutputs_SensitivityNoExclusions-32                           	 2728380	       433.4 ns/op	     209 B/op	       1 allocs/op
BenchmarkDeliverToOutputs_SensitivityNoExclusions-32                           	 2655633	       425.9 ns/op	     212 B/op	       1 allocs/op
BenchmarkDeliverToOutputs_SensitivityNoExclusions-32                           	 2641845	       444.0 ns/op	     212 B/op	       1 allocs/op
BenchmarkDeliverToOutputs_SensitivityNoExclusions-32                           	 2722455	       427.3 ns/op	     210 B/op	       1 allocs/op
BenchmarkDeliverToOutputs_WithExclusions-32                                    	 2567028	       442.5 ns/op	     258 B/op	       1 allocs/op
BenchmarkDeliverToOutputs_WithExclusions-32                                    	 2336728	       430.7 ns/op	     272 B/op	       1 allocs/op
BenchmarkDeliverToOutputs_WithExclusions-32                                    	 2534588	       438.8 ns/op	     261 B/op	       1 allocs/op
BenchmarkDeliverToOutputs_WithExclusions-32                                    	 2344360	       435.7 ns/op	     269 B/op	       1 allocs/op
BenchmarkDeliverToOutputs_WithExclusions-32                                    	 2427105	       458.0 ns/op	     268 B/op	       1 allocs/op
BenchmarkDeliverToOutputs_AllFieldsExcluded-32                                 	 2506833	       432.7 ns/op	     247 B/op	       1 allocs/op
BenchmarkDeliverToOutputs_AllFieldsExcluded-32                                 	 2512954	       447.7 ns/op	     252 B/op	       1 allocs/op
BenchmarkDeliverToOutputs_AllFieldsExcluded-32                                 	 2715769	       451.6 ns/op	     250 B/op	       1 allocs/op
BenchmarkDeliverToOutputs_AllFieldsExcluded-32                                 	 2649562	       446.4 ns/op	     246 B/op	       1 allocs/op
BenchmarkDeliverToOutputs_AllFieldsExcluded-32                                 	 2512905	       432.1 ns/op	     249 B/op	       1 allocs/op
BenchmarkDeliverToOutputs_MultiOutput_MixedExclusion-32                        	 2617861	       398.6 ns/op	     244 B/op	       1 allocs/op
BenchmarkDeliverToOutputs_MultiOutput_MixedExclusion-32                        	 2669844	       411.0 ns/op	     245 B/op	       1 allocs/op
BenchmarkDeliverToOutputs_MultiOutput_MixedExclusion-32                        	 2626423	       392.9 ns/op	     243 B/op	       1 allocs/op
BenchmarkDeliverToOutputs_MultiOutput_MixedExclusion-32                        	 2836365	       391.5 ns/op	     249 B/op	       1 allocs/op
BenchmarkDeliverToOutputs_MultiOutput_MixedExclusion-32                        	 3004062	       396.3 ns/op	     244 B/op	       1 allocs/op
BenchmarkMatchesRoute_Severity/nil_severity-32                                 	479432266	         2.457 ns/op	       0 B/op	       0 allocs/op
BenchmarkMatchesRoute_Severity/nil_severity-32                                 	481835834	         2.447 ns/op	       0 B/op	       0 allocs/op
BenchmarkMatchesRoute_Severity/nil_severity-32                                 	489477489	         2.468 ns/op	       0 B/op	       0 allocs/op
BenchmarkMatchesRoute_Severity/nil_severity-32                                 	474271046	         2.468 ns/op	       0 B/op	       0 allocs/op
BenchmarkMatchesRoute_Severity/nil_severity-32                                 	491473956	         2.461 ns/op	       0 B/op	       0 allocs/op
BenchmarkMatchesRoute_Severity/severity_only_min-32                            	792904446	         1.526 ns/op	       0 B/op	       0 allocs/op
BenchmarkMatchesRoute_Severity/severity_only_min-32                            	774725569	         1.526 ns/op	       0 B/op	       0 allocs/op
BenchmarkMatchesRoute_Severity/severity_only_min-32                            	792986818	         1.510 ns/op	       0 B/op	       0 allocs/op
BenchmarkMatchesRoute_Severity/severity_only_min-32                            	786973345	         1.524 ns/op	       0 B/op	       0 allocs/op
BenchmarkMatchesRoute_Severity/severity_only_min-32                            	791614370	         1.531 ns/op	       0 B/op	       0 allocs/op
BenchmarkMatchesRoute_Severity/severity_only_range-32                          	790550860	         1.514 ns/op	       0 B/op	       0 allocs/op
BenchmarkMatchesRoute_Severity/severity_only_range-32                          	774884850	         1.520 ns/op	       0 B/op	       0 allocs/op
BenchmarkMatchesRoute_Severity/severity_only_range-32                          	795791355	         1.514 ns/op	       0 B/op	       0 allocs/op
BenchmarkMatchesRoute_Severity/severity_only_range-32                          	755364584	         1.525 ns/op	       0 B/op	       0 allocs/op
BenchmarkMatchesRoute_Severity/severity_only_range-32                          	792727401	         1.514 ns/op	       0 B/op	       0 allocs/op
BenchmarkMatchesRoute_Severity/include_categories_with_severity-32             	347366666	         3.395 ns/op	       0 B/op	       0 allocs/op
BenchmarkMatchesRoute_Severity/include_categories_with_severity-32             	353721804	         3.643 ns/op	       0 B/op	       0 allocs/op
BenchmarkMatchesRoute_Severity/include_categories_with_severity-32             	353339439	         6.110 ns/op	       0 B/op	       0 allocs/op
BenchmarkMatchesRoute_Severity/include_categories_with_severity-32             	354598090	         3.394 ns/op	       0 B/op	       0 allocs/op
BenchmarkMatchesRoute_Severity/include_categories_with_severity-32             	329851684	         3.413 ns/op	       0 B/op	       0 allocs/op
BenchmarkMatchesRoute_Severity/per_category_severity_reject-32                 	328201614	         3.597 ns/op	       0 B/op	       0 allocs/op
BenchmarkMatchesRoute_Severity/per_category_severity_reject-32                 	354044048	         3.664 ns/op	       0 B/op	       0 allocs/op
BenchmarkMatchesRoute_Severity/per_category_severity_reject-32                 	332786884	         3.608 ns/op	       0 B/op	       0 allocs/op
BenchmarkMatchesRoute_Severity/per_category_severity_reject-32                 	334331572	         3.616 ns/op	       0 B/op	       0 allocs/op
BenchmarkMatchesRoute_Severity/per_category_severity_reject-32                 	333462859	         3.596 ns/op	       0 B/op	       0 allocs/op
BenchmarkMatchesRoute_Severity/per_category_severity_accept-32                 	330555906	         3.689 ns/op	       0 B/op	       0 allocs/op
BenchmarkMatchesRoute_Severity/per_category_severity_accept-32                 	316417593	         3.440 ns/op	       0 B/op	       0 allocs/op
BenchmarkMatchesRoute_Severity/per_category_severity_accept-32                 	323964297	         3.616 ns/op	       0 B/op	       0 allocs/op
BenchmarkMatchesRoute_Severity/per_category_severity_accept-32                 	334091703	         3.642 ns/op	       0 B/op	       0 allocs/op
BenchmarkMatchesRoute_Severity/per_category_severity_accept-32                 	320174935	         3.633 ns/op	       0 B/op	       0 allocs/op
BenchmarkMatchesRoute_Severity/severity_only_catchall_reject-32                	789689238	         1.503 ns/op	       0 B/op	       0 allocs/op
BenchmarkMatchesRoute_Severity/severity_only_catchall_reject-32                	798366291	         1.513 ns/op	       0 B/op	       0 allocs/op
BenchmarkMatchesRoute_Severity/severity_only_catchall_reject-32                	784369420	         1.501 ns/op	       0 B/op	       0 allocs/op
BenchmarkMatchesRoute_Severity/severity_only_catchall_reject-32                	770620918	         1.505 ns/op	       0 B/op	       0 allocs/op
BenchmarkMatchesRoute_Severity/severity_only_catchall_reject-32                	786860127	         1.501 ns/op	       0 B/op	       0 allocs/op
BenchmarkParseTaxonomyYAML-32                                                  	    8697	    139065 ns/op	  143101 B/op	    2298 allocs/op
BenchmarkParseTaxonomyYAML-32                                                  	    9361	    139294 ns/op	  143089 B/op	    2298 allocs/op
BenchmarkParseTaxonomyYAML-32                                                  	    9090	    138619 ns/op	  143091 B/op	    2298 allocs/op
BenchmarkParseTaxonomyYAML-32                                                  	    8148	    136707 ns/op	  143087 B/op	    2298 allocs/op
BenchmarkParseTaxonomyYAML-32                                                  	   10000	    134671 ns/op	  143089 B/op	    2298 allocs/op
BenchmarkNewRequestID-32                                                       	14913577	        83.08 ns/op	      64 B/op	       2 allocs/op
BenchmarkNewRequestID-32                                                       	12738993	        90.02 ns/op	      64 B/op	       2 allocs/op
BenchmarkNewRequestID-32                                                       	13703210	        86.38 ns/op	      64 B/op	       2 allocs/op
BenchmarkNewRequestID-32                                                       	16820683	        86.67 ns/op	      64 B/op	       2 allocs/op
BenchmarkNewRequestID-32                                                       	12384348	        88.67 ns/op	      64 B/op	       2 allocs/op
BenchmarkClientIP-32                                                           	13250488	        83.93 ns/op	      48 B/op	       1 allocs/op
BenchmarkClientIP-32                                                           	13160534	        86.56 ns/op	      48 B/op	       1 allocs/op
BenchmarkClientIP-32                                                           	14176557	        81.03 ns/op	      48 B/op	       1 allocs/op
BenchmarkClientIP-32                                                           	15471961	        81.01 ns/op	      48 B/op	       1 allocs/op
BenchmarkClientIP-32                                                           	13988122	        79.89 ns/op	      48 B/op	       1 allocs/op
BenchmarkValidRequestID-32                                                     	54711139	        21.03 ns/op	       0 B/op	       0 allocs/op
BenchmarkValidRequestID-32                                                     	54915919	        21.03 ns/op	       0 B/op	       0 allocs/op
BenchmarkValidRequestID-32                                                     	56875410	        20.98 ns/op	       0 B/op	       0 allocs/op
BenchmarkValidRequestID-32                                                     	57167629	        20.99 ns/op	       0 B/op	       0 allocs/op
BenchmarkValidRequestID-32                                                     	54747579	        21.10 ns/op	       0 B/op	       0 allocs/op
PASS
ok  	github.com/axonops/audit	921.832s
PASS
ok  	github.com/axonops/audit/audittest	0.004s
PASS
ok  	github.com/axonops/audit/internal/testhelper	0.004s
?   	github.com/axonops/audit/tests/bdd/cmd/file-emfile-runner	[no test files]
?   	github.com/axonops/audit/tests/bdd/cmd/file-enospc-runner	[no test files]
?   	github.com/axonops/audit/tests/bdd/steps	[no test files]
?   	github.com/axonops/audit/tests/bdd/steps/genfixture	[no test files]
PASS
ok  	github.com/axonops/audit/tests/bdd/steps/rfc5424	0.004s
=== bench file ===
goos: linux
goarch: amd64
pkg: github.com/axonops/audit/file
cpu: AMD Ryzen 9 7950X 16-Core Processor            
BenchmarkFileOutput_Write-32                 	16629484	        68.96 ns/op	2233.32 MB/s	     160 B/op	       1 allocs/op
BenchmarkFileOutput_Write-32                 	17511570	        58.16 ns/op	2647.68 MB/s	     160 B/op	       1 allocs/op
BenchmarkFileOutput_Write-32                 	20370486	        59.31 ns/op	2596.74 MB/s	     160 B/op	       1 allocs/op
BenchmarkFileOutput_Write-32                 	17868625	        61.75 ns/op	2493.99 MB/s	     160 B/op	       1 allocs/op
BenchmarkFileOutput_Write-32                 	19531390	        58.34 ns/op	2639.82 MB/s	     160 B/op	       1 allocs/op
BenchmarkFileOutput_Write_Parallel-32        	16483932	        93.32 ns/op	1650.27 MB/s	     160 B/op	       1 allocs/op
BenchmarkFileOutput_Write_Parallel-32        	12531408	        92.80 ns/op	1659.41 MB/s	     160 B/op	       1 allocs/op
BenchmarkFileOutput_Write_Parallel-32        	12542414	        89.23 ns/op	1725.83 MB/s	     160 B/op	       1 allocs/op
BenchmarkFileOutput_Write_Parallel-32        	13276464	        90.71 ns/op	1697.67 MB/s	     160 B/op	       1 allocs/op
BenchmarkFileOutput_Write_Parallel-32        	12171901	        93.09 ns/op	1654.34 MB/s	     160 B/op	       1 allocs/op
BenchmarkFileOutput_FsyncEachBatch_On-32     	19758169	        58.77 ns/op	2620.16 MB/s	     160 B/op	       1 allocs/op
BenchmarkFileOutput_FsyncEachBatch_On-32     	20449100	        57.26 ns/op	2689.30 MB/s	     160 B/op	       1 allocs/op
BenchmarkFileOutput_FsyncEachBatch_On-32     	20771311	        57.72 ns/op	2668.19 MB/s	     160 B/op	       1 allocs/op
BenchmarkFileOutput_FsyncEachBatch_On-32     	21700694	        58.98 ns/op	2610.98 MB/s	     160 B/op	       1 allocs/op
BenchmarkFileOutput_FsyncEachBatch_On-32     	18450112	        59.55 ns/op	2586.17 MB/s	     160 B/op	       1 allocs/op
BenchmarkFileOutput_FsyncEachBatch_Off-32    	20783665	        61.07 ns/op	2521.53 MB/s	     160 B/op	       1 allocs/op
BenchmarkFileOutput_FsyncEachBatch_Off-32    	19748571	        63.14 ns/op	2439.08 MB/s	     160 B/op	       1 allocs/op
BenchmarkFileOutput_FsyncEachBatch_Off-32    	16647312	        63.79 ns/op	2414.19 MB/s	     160 B/op	       1 allocs/op
BenchmarkFileOutput_FsyncEachBatch_Off-32    	17915288	        65.65 ns/op	2345.88 MB/s	     160 B/op	       1 allocs/op
BenchmarkFileOutput_FsyncEachBatch_Off-32    	21191197	        61.49 ns/op	2504.61 MB/s	     160 B/op	       1 allocs/op
BenchmarkFileOutput_Write_WithRotation-32    	18716379	        62.42 ns/op	2467.14 MB/s	     162 B/op	       1 allocs/op
BenchmarkFileOutput_Write_WithRotation-32    	21624675	        60.71 ns/op	2536.57 MB/s	     162 B/op	       1 allocs/op
BenchmarkFileOutput_Write_WithRotation-32    	20586184	        61.05 ns/op	2522.71 MB/s	     162 B/op	       1 allocs/op
BenchmarkFileOutput_Write_WithRotation-32    	20846625	        60.36 ns/op	2551.35 MB/s	     162 B/op	       1 allocs/op
BenchmarkFileOutput_Write_WithRotation-32    	19212328	        59.78 ns/op	2576.04 MB/s	     162 B/op	       1 allocs/op
PASS
ok  	github.com/axonops/audit/file	48.555s
goos: linux
goarch: amd64
pkg: github.com/axonops/audit/file/internal/rotate
cpu: AMD Ryzen 9 7950X 16-Core Processor            
BenchmarkWriter_Write_SyncOnWriteTrue-32     	 2173728	       557.2 ns/op	 276.37 MB/s	       0 B/op	       0 allocs/op
BenchmarkWriter_Write_SyncOnWriteTrue-32     	 2128623	       560.8 ns/op	 274.61 MB/s	       0 B/op	       0 allocs/op
BenchmarkWriter_Write_SyncOnWriteTrue-32     	 2145882	       555.5 ns/op	 277.22 MB/s	       0 B/op	       0 allocs/op
BenchmarkWriter_Write_SyncOnWriteTrue-32     	 2163817	       557.2 ns/op	 276.41 MB/s	       0 B/op	       0 allocs/op
BenchmarkWriter_Write_SyncOnWriteTrue-32     	 2145229	       555.2 ns/op	 277.37 MB/s	       0 B/op	       0 allocs/op
BenchmarkWriter_Write_SyncOnWriteFalse-32    	19596793	        54.29 ns/op	2836.79 MB/s	       0 B/op	       0 allocs/op
BenchmarkWriter_Write_SyncOnWriteFalse-32    	22599024	        52.70 ns/op	2922.11 MB/s	       0 B/op	       0 allocs/op
BenchmarkWriter_Write_SyncOnWriteFalse-32    	22354154	        52.62 ns/op	2926.84 MB/s	       0 B/op	       0 allocs/op
BenchmarkWriter_Write_SyncOnWriteFalse-32    	23366416	        53.32 ns/op	2888.16 MB/s	       0 B/op	       0 allocs/op
BenchmarkWriter_Write_SyncOnWriteFalse-32    	20556954	        59.97 ns/op	2567.89 MB/s	       0 B/op	       0 allocs/op
BenchmarkWriter_Write_WithRotation-32        	  975543	      1229 ns/op	 125.30 MB/s	    2020 B/op	       8 allocs/op
BenchmarkWriter_Write_WithRotation-32        	  905437	      1185 ns/op	 129.93 MB/s	    2022 B/op	       8 allocs/op
BenchmarkWriter_Write_WithRotation-32        	 1000000	      1168 ns/op	 131.81 MB/s	    2027 B/op	       8 allocs/op
BenchmarkWriter_Write_WithRotation-32        	 1000000	      1188 ns/op	 129.59 MB/s	    2017 B/op	       8 allocs/op
BenchmarkWriter_Write_WithRotation-32        	 1000000	      1176 ns/op	 130.97 MB/s	    2025 B/op	       8 allocs/op
PASS
ok  	github.com/axonops/audit/file/internal/rotate	18.206s
=== bench iouring ===
goos: linux
goarch: amd64
pkg: github.com/axonops/audit/iouring
cpu: AMD Ryzen 9 7950X 16-Core Processor            
BenchmarkWriter_Writev/iouring/batch_1-32         	  173853	      6695 ns/op	  38.24 MB/s	       0 B/op	       0 allocs/op
BenchmarkWriter_Writev/iouring/batch_1-32         	  166296	      6625 ns/op	  38.64 MB/s	       0 B/op	       0 allocs/op
BenchmarkWriter_Writev/iouring/batch_1-32         	  202579	      6689 ns/op	  38.27 MB/s	       0 B/op	       0 allocs/op
BenchmarkWriter_Writev/iouring/batch_1-32         	  187126	      6245 ns/op	  40.99 MB/s	       0 B/op	       0 allocs/op
BenchmarkWriter_Writev/iouring/batch_1-32         	  188494	      6460 ns/op	  39.63 MB/s	       0 B/op	       0 allocs/op
BenchmarkWriter_Writev/iouring/batch_4-32         	  203458	      6461 ns/op	 158.49 MB/s	       0 B/op	       0 allocs/op
BenchmarkWriter_Writev/iouring/batch_4-32         	  148761	      7682 ns/op	 133.30 MB/s	       0 B/op	       0 allocs/op
BenchmarkWriter_Writev/iouring/batch_4-32         	  167944	      8556 ns/op	 119.68 MB/s	       0 B/op	       0 allocs/op
BenchmarkWriter_Writev/iouring/batch_4-32         	  166065	      7567 ns/op	 135.32 MB/s	       0 B/op	       0 allocs/op
BenchmarkWriter_Writev/iouring/batch_4-32         	  206406	      6630 ns/op	 154.45 MB/s	       0 B/op	       0 allocs/op
BenchmarkWriter_Writev/iouring/batch_16-32        	  153662	      8125 ns/op	 504.11 MB/s	       0 B/op	       0 allocs/op
BenchmarkWriter_Writev/iouring/batch_16-32        	  157988	      8162 ns/op	 501.82 MB/s	       0 B/op	       0 allocs/op
BenchmarkWriter_Writev/iouring/batch_16-32        	  143942	     10956 ns/op	 373.85 MB/s	       0 B/op	       0 allocs/op
BenchmarkWriter_Writev/iouring/batch_16-32        	  146250	      8973 ns/op	 456.50 MB/s	       0 B/op	       0 allocs/op
BenchmarkWriter_Writev/iouring/batch_16-32        	  150116	      8510 ns/op	 481.32 MB/s	       0 B/op	       0 allocs/op
BenchmarkWriter_Writev/iouring/batch_64-32        	   94002	     12150 ns/op	1348.45 MB/s	       0 B/op	       0 allocs/op
BenchmarkWriter_Writev/iouring/batch_64-32        	   93973	     11949 ns/op	1371.15 MB/s	       0 B/op	       0 allocs/op
BenchmarkWriter_Writev/iouring/batch_64-32        	   94657	     11952 ns/op	1370.82 MB/s	       0 B/op	       0 allocs/op
BenchmarkWriter_Writev/iouring/batch_64-32        	   95245	     12252 ns/op	1337.26 MB/s	       0 B/op	       0 allocs/op
BenchmarkWriter_Writev/iouring/batch_64-32        	   98307	     12007 ns/op	1364.53 MB/s	       0 B/op	       0 allocs/op
BenchmarkWriter_Writev/iouring/batch_256-32       	   38593	     28820 ns/op	2274.00 MB/s	       0 B/op	       0 allocs/op
BenchmarkWriter_Writev/iouring/batch_256-32       	   37549	     29963 ns/op	2187.24 MB/s	       0 B/op	       0 allocs/op
BenchmarkWriter_Writev/iouring/batch_256-32       	   38431	     28553 ns/op	2295.22 MB/s	       0 B/op	       0 allocs/op
BenchmarkWriter_Writev/iouring/batch_256-32       	   36295	     32481 ns/op	2017.69 MB/s	       0 B/op	       0 allocs/op
BenchmarkWriter_Writev/iouring/batch_256-32       	   39808	     29759 ns/op	2202.25 MB/s	       0 B/op	       0 allocs/op
BenchmarkWriter_Writev/iouring/batch_1024-32      	   12124	     97508 ns/op	2688.44 MB/s	       0 B/op	       0 allocs/op
BenchmarkWriter_Writev/iouring/batch_1024-32      	   12241	     95274 ns/op	2751.46 MB/s	       0 B/op	       0 allocs/op
BenchmarkWriter_Writev/iouring/batch_1024-32      	    9961	    103252 ns/op	2538.88 MB/s	       0 B/op	       0 allocs/op
BenchmarkWriter_Writev/iouring/batch_1024-32      	   11845	    102397 ns/op	2560.07 MB/s	       0 B/op	       0 allocs/op
BenchmarkWriter_Writev/iouring/batch_1024-32      	   10000	    100798 ns/op	2600.69 MB/s	       0 B/op	       0 allocs/op
BenchmarkWriter_Writev/writev/batch_1-32          	 1979294	       610.1 ns/op	 419.58 MB/s	       0 B/op	       0 allocs/op
BenchmarkWriter_Writev/writev/batch_1-32          	 1997182	       612.5 ns/op	 417.93 MB/s	       0 B/op	       0 allocs/op
BenchmarkWriter_Writev/writev/batch_1-32          	 1973887	       604.8 ns/op	 423.26 MB/s	       0 B/op	       0 allocs/op
BenchmarkWriter_Writev/writev/batch_1-32          	 1992200	       608.7 ns/op	 420.59 MB/s	       0 B/op	       0 allocs/op
BenchmarkWriter_Writev/writev/batch_1-32          	 1975150	       609.2 ns/op	 420.26 MB/s	       0 B/op	       0 allocs/op
BenchmarkWriter_Writev/writev/batch_4-32          	 1306408	       912.8 ns/op	1121.81 MB/s	       0 B/op	       0 allocs/op
BenchmarkWriter_Writev/writev/batch_4-32          	 1280002	       917.2 ns/op	1116.40 MB/s	       0 B/op	       0 allocs/op
BenchmarkWriter_Writev/writev/batch_4-32          	 1304587	       920.2 ns/op	1112.79 MB/s	       0 B/op	       0 allocs/op
BenchmarkWriter_Writev/writev/batch_4-32          	 1311981	       917.9 ns/op	1115.62 MB/s	       0 B/op	       0 allocs/op
BenchmarkWriter_Writev/writev/batch_4-32          	 1301852	       916.4 ns/op	1117.45 MB/s	       0 B/op	       0 allocs/op
BenchmarkWriter_Writev/writev/batch_16-32         	  603379	      1998 ns/op	2050.10 MB/s	       0 B/op	       0 allocs/op
BenchmarkWriter_Writev/writev/batch_16-32         	  564084	      2058 ns/op	1990.51 MB/s	       0 B/op	       0 allocs/op
BenchmarkWriter_Writev/writev/batch_16-32         	  556866	      2014 ns/op	2033.51 MB/s	       0 B/op	       0 allocs/op
BenchmarkWriter_Writev/writev/batch_16-32         	  592748	      1993 ns/op	2054.76 MB/s	       0 B/op	       0 allocs/op
BenchmarkWriter_Writev/writev/batch_16-32         	  570069	      2006 ns/op	2042.12 MB/s	       0 B/op	       0 allocs/op
BenchmarkWriter_Writev/writev/batch_64-32         	  174746	      6133 ns/op	2671.27 MB/s	       0 B/op	       0 allocs/op
BenchmarkWriter_Writev/writev/batch_64-32         	  176570	      6251 ns/op	2621.22 MB/s	       0 B/op	       0 allocs/op
BenchmarkWriter_Writev/writev/batch_64-32         	  177392	      6244 ns/op	2623.85 MB/s	       0 B/op	       0 allocs/op
BenchmarkWriter_Writev/writev/batch_64-32         	  181990	      6242 ns/op	2624.67 MB/s	       0 B/op	       0 allocs/op
BenchmarkWriter_Writev/writev/batch_64-32         	  175562	      6279 ns/op	2609.30 MB/s	       0 B/op	       0 allocs/op
BenchmarkWriter_Writev/writev/batch_256-32        	   46101	     22992 ns/op	2850.35 MB/s	       0 B/op	       0 allocs/op
BenchmarkWriter_Writev/writev/batch_256-32        	   48607	     22724 ns/op	2884.04 MB/s	       0 B/op	       0 allocs/op
BenchmarkWriter_Writev/writev/batch_256-32        	   49215	     22361 ns/op	2930.77 MB/s	       0 B/op	       0 allocs/op
BenchmarkWriter_Writev/writev/batch_256-32        	   46902	     23590 ns/op	2778.07 MB/s	       0 B/op	       0 allocs/op
BenchmarkWriter_Writev/writev/batch_256-32        	   48915	     23224 ns/op	2821.91 MB/s	       0 B/op	       0 allocs/op
BenchmarkWriter_Writev/writev/batch_1024-32       	   12451	     93113 ns/op	2815.32 MB/s	       0 B/op	       0 allocs/op
BenchmarkWriter_Writev/writev/batch_1024-32       	   12525	     92670 ns/op	2828.79 MB/s	       0 B/op	       0 allocs/op
BenchmarkWriter_Writev/writev/batch_1024-32       	   12520	     91416 ns/op	2867.60 MB/s	       0 B/op	       0 allocs/op
BenchmarkWriter_Writev/writev/batch_1024-32       	   12489	     91374 ns/op	2868.90 MB/s	       0 B/op	       0 allocs/op
BenchmarkWriter_Writev/writev/batch_1024-32       	   12214	     93840 ns/op	2793.51 MB/s	       0 B/op	       0 allocs/op
BenchmarkPackage_Writev_Concurrent-32             	  162939	      7669 ns/op	 267.06 MB/s	       0 B/op	       0 allocs/op
BenchmarkPackage_Writev_Concurrent-32             	  141572	      7881 ns/op	 259.86 MB/s	       0 B/op	       0 allocs/op
BenchmarkPackage_Writev_Concurrent-32             	  159946	      7807 ns/op	 262.33 MB/s	       0 B/op	       0 allocs/op
BenchmarkPackage_Writev_Concurrent-32             	  162315	      8020 ns/op	 255.37 MB/s	       0 B/op	       0 allocs/op
BenchmarkPackage_Writev_Concurrent-32             	  154917	      7738 ns/op	 264.66 MB/s	       0 B/op	       0 allocs/op
BenchmarkWriter_Writev_OwnInstance-32             	  555415	      2127 ns/op	 963.04 MB/s	       1 B/op	       0 allocs/op
BenchmarkWriter_Writev_OwnInstance-32             	  566071	      2104 ns/op	 973.52 MB/s	       1 B/op	       0 allocs/op
BenchmarkWriter_Writev_OwnInstance-32             	  532360	      2195 ns/op	 933.16 MB/s	       1 B/op	       0 allocs/op
BenchmarkWriter_Writev_OwnInstance-32             	  545444	      2212 ns/op	 925.85 MB/s	       1 B/op	       0 allocs/op
BenchmarkWriter_Writev_OwnInstance-32             	  560830	      2061 ns/op	 993.84 MB/s	       1 B/op	       0 allocs/op
PASS
ok  	github.com/axonops/audit/iouring	124.754s
=== bench syslog ===
goos: linux
goarch: amd64
pkg: github.com/axonops/audit/syslog
cpu: AMD Ryzen 9 7950X 16-Core Processor            
BenchmarkSyslogOutput_BatchedWrite-32      	15635973	        73.42 ns/op	2097.64 MB/s	     173 B/op	       1 allocs/op
BenchmarkSyslogOutput_BatchedWrite-32      	18303223	        67.92 ns/op	2267.40 MB/s	     172 B/op	       1 allocs/op
BenchmarkSyslogOutput_BatchedWrite-32      	16148434	        69.19 ns/op	2225.65 MB/s	     172 B/op	       1 allocs/op
BenchmarkSyslogOutput_BatchedWrite-32      	17980658	        68.92 ns/op	2234.62 MB/s	     172 B/op	       1 allocs/op
BenchmarkSyslogOutput_BatchedWrite-32      	16898628	        70.37 ns/op	2188.55 MB/s	     172 B/op	       1 allocs/op
BenchmarkSyslogOutput_Write-32             	18009792	        69.13 ns/op	2227.81 MB/s	     172 B/op	       1 allocs/op
BenchmarkSyslogOutput_Write-32             	17769057	        65.76 ns/op	2341.75 MB/s	     171 B/op	       1 allocs/op
BenchmarkSyslogOutput_Write-32             	17949374	        65.89 ns/op	2337.38 MB/s	     171 B/op	       1 allocs/op
BenchmarkSyslogOutput_Write-32             	15156404	        67.25 ns/op	2289.88 MB/s	     172 B/op	       1 allocs/op
BenchmarkSyslogOutput_Write-32             	16134853	        66.14 ns/op	2328.55 MB/s	     171 B/op	       1 allocs/op
BenchmarkSyslogOutput_Write_Parallel-32    	 7830739	       134.4 ns/op	1145.86 MB/s	     179 B/op	       1 allocs/op
BenchmarkSyslogOutput_Write_Parallel-32    	 7769557	       135.0 ns/op	1140.98 MB/s	     179 B/op	       1 allocs/op
BenchmarkSyslogOutput_Write_Parallel-32    	 7715016	       136.4 ns/op	1129.19 MB/s	     180 B/op	       1 allocs/op
BenchmarkSyslogOutput_Write_Parallel-32    	 7698878	       136.1 ns/op	1131.46 MB/s	     180 B/op	       1 allocs/op
BenchmarkSyslogOutput_Write_Parallel-32    	 7660552	       136.9 ns/op	1124.58 MB/s	     179 B/op	       1 allocs/op
PASS
ok  	github.com/axonops/audit/syslog	54.076s
=== bench webhook ===
PASS
ok  	github.com/axonops/audit/webhook	0.006s
=== bench loki ===
goos: linux
goarch: amd64
pkg: github.com/axonops/audit/loki
cpu: AMD Ryzen 9 7950X 16-Core Processor            
BenchmarkWriteWithMetadata-32                        	17818558	        63.11 ns/op	      74 B/op	       1 allocs/op
BenchmarkWriteWithMetadata-32                        	22405609	        62.96 ns/op	      74 B/op	       1 allocs/op
BenchmarkWriteWithMetadata-32                        	18711358	        61.30 ns/op	      73 B/op	       1 allocs/op
BenchmarkWriteWithMetadata-32                        	22487142	        63.43 ns/op	      74 B/op	       1 allocs/op
BenchmarkWriteWithMetadata-32                        	21331718	        59.70 ns/op	      73 B/op	       1 allocs/op
BenchmarkLokiOutput_BatchBuild-32                    	   34864	     34029 ns/op	   11843 B/op	      35 allocs/op
